source,id,url,title,object,fix pattern
GH,I109,https://github.com/OmerTu/GoogleHomeKodi/issues/203,Problem Docker Build,Dependency,Upgrade dependency version
GH,I112,https://github.com/OmniDB/OmniDB/issues/838,Docker build .,Dependency,Upgrade dependency version
GH,I115,https://github.com/jupyter-server/enterprise_gateway/issues/581,`zmq.h` and `linux/tipc.h`: No suchfile or directory in docker build,Dependency,Add missing depedency
GH,I121,https://github.com/tilt-dev/tilt/issues/1516,Cannot see docker build errors,Tool/plugin,Correct tool/plugin setting
GH,I122,https://github.com/Azure/acr-builder/issues/441,Set working directory of docker build relative to task working directory,Resource,Set correct working directory
GH,I123,https://github.com/coinbase/terraform-landscape/issues/96,Dockerfile/docker build broken,Dependency,Upgrade dependency version
GH,I124,https://github.com/tilt-dev/tilt/issues/1639,"[docker-compose] when using a docker caching proxy, docker build never finishes",Tool/plugin,Correct tool/plugin setting
GH,I127,https://github.com/openwisp/openwisp-controller/issues/103,[bug] Docker build error,Environment,Change base image
GH,I128,https://github.com/nunomaduro/phpinsights/issues/166,Automatic docker build has failed,Security,Correct authentication setting
GH,I131,https://github.com/mindsdb/mindsdb/issues/255,Docker build failed,Environment,Change base image
GH,I133,https://github.com/osrf/subt/issues/132,Cannot run docker build in SystemSetupDocker,Dependency,Resolve upstream error
GH,I134,https://github.com/hashicorp/packer/issues/7938,Docker builder failing to build images on windows when mounting a volume in a container,Tool/plugin,Correct tool/plugin setting
GH,I138,https://github.com/adoptium/temurin-build/issues/1216,Docker builds failing on MacOS,Configuration,Correct script logic
GH,I141,https://github.com/axa-group/Parsr/issues/53,Error on docker-compose build,Dependency,Upgrade dependency version
GH,I148,https://github.com/github/semantic/issues/321,Docker Build Error,Dependency,Downgrade dependency version
GH,I151,https://github.com/coder/code-server/issues/1096,Docker Build doesn t work on AWS Ubuntu 18.04,Configuration,Correct build argument
GH,I155,https://github.com/ScottBrenner/cfn-lint-action/issues/4,Docker build failed,Environment,Change base image
GH,I157,https://github.com/mlflow/mlflow/issues/2101,[BUG] Docker build fails on unable to satisfy requirement for sphinx 2.2.1,Environment,Change base image
GH,I158,https://github.com/iv-org/invidious/issues/917,Invalid memory access (signal 11) at address 0x10000001b on Docker build,Resource,Delete redundant files
GH,I163,https://github.com/jellyfin/jellyfin/issues/2126,[bug] Transcode error on linux/arm docker build,Environment,Upgrade Docker version
GH,I166,https://github.com/tensorflow/serving/issues/1363,Docker build issue with r1.14 branch,Resource,Change build context
GH,I167,https://github.com/jupyter/docker-stacks/issues/892,conda update numpy breaks Docker build,Dependency,Upgrade dependency version
GH,I168,https://github.com/spotify/heroic/issues/577,docker builds broken in 0.10.x,Dependency,Add missing depedency
GH,I171,https://github.com/IUNetSci/BotSlayer-CE/issues/40,Docker build fails,Configuration,Correct build argument
GH,I173,https://github.com/taichi-dev/taichi/issues/408,Docker build is broken due to PPA removed,Resource,Add missing resource
GH,I176,https://github.com/luizperes/simdjson_nodejs/issues/22,Debian Stretch 9.11 Docker Build Fails,Dependency,Downgrade dependency version
GH,I177,https://github.com/department-of-veterans-affairs/vets-api/issues/3891,Docker builds fail when clamav updates take too long,Tool/plugin,Correct tool/plugin setting
GH,I178,https://github.com/BitGo/BitGoJS/issues/667,docker build - invalid bin entry for package msgpack-lite,Dependency,Upgrade dependency version
GH,I179,https://github.com/pytorch/serve/issues/31,docker build failing on line 27,Resource,Add missing resource
GH,I182,https://github.com/oauth2-proxy/oauth2-proxy/issues/417,Golangci-lint v1.17.1 docker build failure on OdroidHC2,Dependency,Downgrade dependency version
GH,I183,https://github.com/openwisp/openwisp-controller/issues/164,Docker Build Error,Environment,Correct network setting
GH,I185,https://github.com/apache/mxnet/issues/17819,Why is nvcc not installed along with cuda in mxnet docker builds?,Dependency,Downgrade dependency version
GH,I186,https://github.com/adoptium/infrastructure/issues/1201,docker build machine docker-scaleway-ubuntu1604-armv7l-1 is out of space,Resource,Delete redundant files
GH,I187,https://github.com/recommenders-team/recommenders/issues/1066,[BUG] Docker build stuck at final 1/2,Tool/plugin,Correct tool/plugin setting
GH,I188,https://github.com/LinuxForHealth/FHIR/issues/808,Docker build failure,Tool/plugin,Use suitable tool/plugin
GH,I191,https://github.com/backstage/backstage/issues/436,docker build of latest source not working,Dependency,Add missing depedency
GH,I195,https://github.com/microsoft/vscode-docker/issues/1824,Docker Build Image Issue no such file,Resource,Set correct working directory
GH,I197,https://github.com/ros2/ci/issues/423,Docker builds fail on top of current Win 10 1909,Configuration,Correct build argument
GH,I199,https://github.com/coder/code-server/issues/1505,3.0.2-arm64 Docker build broken?,Environment,Change container architecture
GH,I201,https://github.com/SyneRBI/SIRF-SuperBuild/issues/379,docker builds fail,Resource,Add missing resource
GH,I203,https://github.com/Unity-Technologies/ml-agents/issues/3880,Docker build error: pip out of date,Resource,Change file name
GH,I205,https://github.com/doccano/doccano/issues/763,On first docker build: core-js not found,Dependency,Upgrade dependency version
GH,I210,https://github.com/chrisvel/wreeto_official/issues/22,Docker build fails on arm platform - Failed to build bgcrypt gem native extension,Tool/plugin,Use suitable tool/plugin
GH,I212,https://github.com/recommenders-team/recommenders/issues/1121,[BUG] Docker build failed at Failed to build xlearn,Dependency,Add missing depedency
GH,I213,https://github.com/aws/aws-cdk/issues/8518,Docker build fails for creating local CDK dev environment,Environment,Reinstall runtime
GH,I221,https://github.com/Attendize/Attendize/issues/822,[BUG] Docker build is failing when executing php artisan migrate,Environment,Correct network setting
GH,I223,https://github.com/splunk/eventgen/issues/403,"[BUG] Docker build is failing, compilation in Docker and out of Docker is failing too",Dependency,Upgrade dependency version
GH,I226,https://github.com/hyperledger/bevel/issues/866,Docker build fails while creating custom agent for Aries,Tool/plugin,Use suitable tool/plugin
GH,I227,https://github.com/microsoft/vscode-remote-release/issues/3411,[Feature request] More verbose output on docker-compose build errors,Environment,Change OS environment
GH,I229,https://github.com/IntersectMBO/cardano-addresses/issues/51,Stack setup fails in Docker build,Resource,Change build context
GH,I239,https://github.com/kermitt2/grobid/issues/628,Docker build broken in current master,Dependency,Upgrade dependency version
GH,I243,https://github.com/trustwallet/wallet-core/issues/1105,Docker build fails,Resource,Delete redundant files
GH,I245,https://github.com/CircleCI-Public/aws-ecr-orb/issues/112,"Docker build error invalid argument *****/repo:latest for -t, --tag flag: invalid reference format",Configuration,Correct command format
GH,I246,https://github.com/NVIDIA-Merlin/NVTabular/issues/307,[BUG] docker build fails for examples/tensorflow/docker/Dockerfile,Configuration,Correct build argument
GH,I247,https://github.com/aws/aws-cdk/issues/10438,[core] Full docker build no longer works,Resource,Add missing resource
GH,I248,https://github.com/espnet/espnet/issues/2508,Docker build error,Environment,Upgrade Docker version
GH,I250,https://github.com/NVIDIA/DeepLearningExamples/issues/697,[DLRM/PyTorch] Docker build error,Dependency,Upgrade dependency version
GH,I251,https://github.com/graphite-project/docker-graphite-statsd/issues/156,[BUG] docker build fails because of go version dependency,Resource,Change build context
GH,I252,https://github.com/nccgroup/ScoutSuite/issues/882,Docker build broken,Dependency,Upgrade dependency version
GH,I255,https://github.com/zalando/spilo/issues/508,docker build of spilo image is failing,Dependency,Add missing dependency
GH,I257,https://github.com/oss-review-toolkit/ort/issues/3226,Docker build failed - ERROR [stage-1 6/6] RUN tar xf /opt/ort.tar -C /opt/ort --strip-comp 95.8s,Dependency,Add missing depedency
GH,I264,https://github.com/AdoptOpenJDK/openjdk-docker/issues/464,Investigate docker build job failures in the last few days,Dependency,Add missing dependency
GH,I265,https://github.com/terraforming-mars/terraforming-mars/issues/1899,Docker build fails,Tool/plugin,Use suitable tool/plugin
GH,I266,https://github.com/Sifchain/sifnode/issues/278,Running this script gives an error at the end of the docker build:,Resource,Correct path/location
GH,I268,https://github.com/OpenLiberty/ci.maven/issues/1045,Docker build output logged as ERROR when run liberty:devc on Win VM,Tool/plugin,Correct tool/plugin setting
GH,I271,https://github.com/DeviaVir/zenbot/issues/2535,Docker build currently not working,Tool/plugin,Use suitable tool/plugin
GH,I276,https://github.com/pytorch/serve/issues/860,KFServing instructions fail on Docker build,Dependency,Upgrade dependency version
GH,I280,https://github.com/ever-co/ever-traduora/issues/187,Docker build / compose fail,Environment,Change OS environment
GH,I281,https://github.com/opencv/opencv/issues/19198,opencv.js - docker build throws Unexpected string,Configuration,Correct script logic
GH,I282,https://github.com/facebookresearch/hydra/issues/1232,[Bug] Hydra installation failing if java is not installed (Docker build),Dependency,Add missing depedency
GH,I286,https://github.com/apache/apisix-dashboard/issues/1233,docker build fail,Dependency,Upgrade dependency version
GH,I289,https://github.com/aws/aws-cdk/issues/12610,(aws-lambda-python) docker build is not working,Tool/plugin,Use suitable tool/plugin
GH,I293,https://github.com/microsoft/azure-pipelines-tasks/issues/14298,Docker build tasks are failing since today: invalid argument --tag,Dependency,Upgrade dependency version
GH,I296,https://github.com/saleor/saleor/issues/6824,Docker Build 3.0 fails on Apple M1,Environment,Change container architecture
GH,I297,https://github.com/BergmannLab/MONET/issues/44,ERROR: docker build returned an error,Dependency,Resolve upstream error
GH,I298,https://github.com/ojkelly/yarn.build/issues/73,Dependency tracking and Docker build cache,Dependency,Upgrade dependency version
GH,I314,https://github.com/AOT-Technologies/forms-flow-ai/issues/56,Problems during docker build,Dependency,Upgrade dependency version
GH,I319,https://github.com/fluxcd/flux/issues/3453,Bump to gnutls 3.6.15-r1 or later in docker build and base image,Dependency,Upgrade dependency version
GH,I323,https://github.com/nestybox/sysbox/issues/254,Docker build inside sysbox container results in Error processing tar file(exit status 1): operation not permitted,Dependency,Resolve upstream error
GH,I327,https://github.com/hyperledger-labs/business-partner-agent/issues/379,Docker build fails,Tool/plugin,Correct tool/plugin setting
GH,I329,https://github.com/game-ci/docker/issues/103,docker build fails on ADD config/asound.conf /etc/ on macOS,Resource,Set correct working directory
GH,I332,https://github.com/tchapi/davis/issues/23,"Composer version not specified, causing docker build failure",Dependency,Use compatiable dependency
GH,I343,https://github.com/ethereum-optimism/optimism-tutorial/issues/36,Issue with package @eth-optimism/contracts when running docker-compose build,Environment,Change container architecture
GH,I352,https://github.com/verificarlo/verificarlo/issues/257,Docker build is broken,Resource,Correct path/location
GH,I355,https://github.com/jesseduffield/lazydocker/issues/262,docker-compose build fail,Dependency,Resolve upstream error
GH,I356,https://github.com/BitGo/BitGoJS/issues/1250,Bug docker build bitgo-express,Configuration,Add build argument
GH,I357,https://github.com/ergochat/ergo/issues/1726,docker build is broken,Dependency,Upgrade dependency version
GH,I358,https://github.com/npm/cli/issues/3516,CB() never called error during docker build,Dependency,Upgrade dependency version
GH,I365,https://github.com/automl/auto-sklearn/issues/1193,Docker build broken,Dependency,Upgrade dependency version
GH,I366,https://github.com/iv-org/invidious/issues/2310,[Bug] Docker build fails (boringssl),Environment,Upgrade Docker version
GH,I370,https://github.com/BobAnkh/auto-generate-changelog/issues/64,[bug] Docker build failed with code 100,Dependency,Upgrade dependency version
GH,I371,https://github.com/kermitt2/grobid/issues/822,Docker build fail,Tool/plugin,Correct tool/plugin setting
GH,I372,https://github.com/AleoHQ/snarkOS/issues/1069,[Bug] docker-compose build for v1.3.14 failed.,Environment,Change base image
GH,I378,https://github.com/dlstreamer/pipeline-server/issues/88,Docker build fails if no_proxy setting contains spaces,Configuration,Correct command format
GH,I380,https://github.com/anmol098/waka-readme-stats/issues/226,BUG: Docker build failed with exit code 1,Dependency,Resolve upstream error
GH,I385,https://github.com/Auto-DL/Auto-DL/issues/356,Docker build fail,Dependency,Upgrade dependency version
GH,I390,https://github.com/convos-chat/convos/issues/624,Inconsistent Docker build architecture,Dependency,Upgrade dependency version
GH,I392,https://github.com/syncthing/syncthing/issues/8008,Docker build fails for v1.18.3,Configuration,Correct command parameter
GH,I399,https://github.com/opensearch-project/opensearch-build/issues/1154,[Bug]: Docker build fails without security plugin,Dependency,Upgrade dependency version
GH,I401,https://github.com/antonbabenko/pre-commit-terraform/issues/287,Docker build fails,Tool/plugin,Correct tool/plugin setting
GH,I402,https://github.com/mpast/mobileAudit/issues/48,docker compose up / docker-compose build,Environment,Upgrade Docker version
GH,I405,https://github.com/dotnet/dotnet-docker/issues/3338,.NET6 docker build stuck on dotnet restore,Resource,Correct path/location
GH,I413,https://github.com/lowRISC/opentitan/issues/8569,[docker] Docker build failures,Security,Change user permisson
GH,I414,https://github.com/homuler/MediaPipeUnityPlugin/issues/349,Windows mediapipe_jni and docker build problem,Environment,Restart build operation
GH,I418,https://github.com/mattermost/focalboard/issues/2115,"Bug: Docker build failure on arm64, v0.12.0",Environment,Change container architecture
GH,I420,https://github.com/runatlantis/atlantis/issues/2001,Atlantis v0.18.1 Docker Builds do not run on ECS/Fargate ARM Graviton,Dependency,Upgrade dependency version
GH,I424,https://github.com/spdk/spdk/issues/2332,docker-compose build failed,Resource,Correct path/location
GH,I425,https://github.com/benbusby/whoogle-search/issues/622,[BUG] Latest commit (ecb4277) completely breaks the docker-compose build,Security,Change user permisson
GH,I430,https://github.com/juice-shop/juice-shop/issues/1759,[:bug:] docker build crashes due to @fortawesome version update 5.14.0 -> 6.0.0,Dependency,Upgrade dependency version
GH,I431,https://github.com/InfiniTimeOrg/InfiniTime/issues/992,Docker build fails -- no module cbor when running tools/mcuboot/imgtool/boot_record.py. Importing cbor2 instead works.,Dependency,Use compatiable dependency
GH,I432,https://github.com/envoyproxy/envoy-build-tools/issues/163,devcontainer docker build is broken due to old signing key,Dependency,Upgrade dependency version
GH,I433,https://github.com/pytorch/TensorRT/issues/869,:bug: [Bug] Docker build fails while building libtorchtrc,Environment,Change base image
GH,I435,https://github.com/pytorch/TensorRT/issues/875,:bug: [Bug] Docker build fails,Dependency,Upgrade dependency version
GH,I436,https://github.com/paperless-ngx/paperless-ngx/issues/150,[Bug] Docker Build armv7 fails,Environment,Change container architecture
GH,I438,https://github.com/backstage/backstage/issues/9983,[TechDocs] Docker build fails on k8s,Dependency,Add missing depedency
GH,I439,https://github.com/aws-amplify/amplify-hosting/issues/2618,Docker build fails on latest image,Dependency,Add missing depedency
GH,I443,https://github.com/microsoft/navcontainerhelper/issues/2360,Docker Build failed with exit code 255,Dependency,Add missing depedency
GH,I446,https://github.com/iotexproject/iotex-core/issues/3232,docker build fail,Tool/plugin,Correct tool/plugin setting
GH,I448,https://github.com/NVIDIA/NeMo/issues/3905,docker build error,Dependency,Upgrade dependency version
GH,I456,https://github.com/paperless-ngx/paperless-ngx/issues/841,[BUG] Regression in docker build,Configuration,Use suitable command
GH,I462,https://github.com/pandas-dev/pandas/issues/47163,BUG: Docker build without cache leads to error due to identity issues,Security,Correct authentication setting
GH,I467,https://github.com/cmu-db/benchbase/issues/193,docker build image --> addgroup: The GID `0 is already in use,Security,Change user permisson
GH,I469,https://github.com/goreleaser/goreleaser/issues/3187,Parallel docker builds result in duplicate name error,Tool/plugin,Use suitable tool/plugin
GH,I472,https://github.com/NVIDIA/DeepLearningExamples/issues/1167,[ELECTRA / TF2] docker build error: returned a non-zero code 1,Environment,Change container architecture
GH,I476,https://github.com/pamidur/aspect-injector/issues/188,Docker build/ dotnet build in linux: AspectInjector not found,Dependency,Upgrade dependency version
GH,I478,https://github.com/bentoml/BentoML/issues/2820,bug: docker build issue with GCP,Dependency,Add missing depedency
GH,I479,https://github.com/DarkflameUniverse/DarkflameServer/issues/721,BUG: Docker build CMake error,Resource,Add missing resource
GH,I480,https://github.com/BurningOKR/BurningOKR/issues/183,docker build frontend Consider upgrading your application to use a more recent version of Angular.,Dependency,Upgrade dependency version
GH,I483,https://github.com/robertmartin8/PyPortfolioOpt/issues/476,Docker build failed due to dir name and Dockerfile mismatch,Dependency,Add missing depedency
GH,I484,https://github.com/openstreetmap/openstreetmap-website/issues/3662,Docker builds failing without mini_portile2,Tool/plugin,Use suitable tool/plugin
GH,I485,https://github.com/graphsense/graphsense-dashboard/issues/341,docker-compose build does not work,Environment,Restart build operation
GH,I491,https://github.com/Sygil-Dev/sygil-webui/issues/820,[Bug]: Docker build fails with error The repository https://developer.download.nvidia.com/compute/cuda/repos/ubuntu2004/x86_64 Release does not have a Release file.,Dependency,Upgrade dependency version
GH,I500,https://github.com/pyload/pyload/issues/4204,Docker build fails building cryptography wheel,Dependency,Upgrade dependency version
GH,I502,https://github.com/triton-inference-server/server/issues/4981,Docker build fail on windows,Environment,Change OS environment
GH,I509,https://github.com/toddsundsted/ktistec/issues/18,docker build fails with Error: undefined method modification_time,Tool/plugin,Use suitable tool/plugin
GH,I515,https://github.com/mastodon/mastodon/issues/20712,ERROR [stage-1 9/10] during docker-compose build of 4.0.0,Resource,Correct path/location
GH,I516,https://github.com/vapor/vapor/issues/2913,docker build failure,Dependency,Downgrade dependency version
GH,I523,https://github.com/mattermost/focalboard/issues/4249,Bug: docker build returns non-zero code: 2 on EC2,Dependency,Upgrade dependency version
GH,I528,https://github.com/robertmartin8/PyPortfolioOpt/issues/507,Docker build failed due to obsolete pip and poetry versions were hard coded on docker/Dockerfile,Configuration,Correct command parameter
GH,I530,https://github.com/deepset-ai/haystack/issues/2086,Requirements.txt mssing so cannot run docker-compose build,Dependency,Use compatiable dependency
GH,I539,https://github.com/apache/arrow-ballista/issues/589,docker build fails,Dependency,Add missing depedency
GH,I540,https://github.com/kubeshop/tracetest/issues/1791,Typescript errors when trying to run docker build web,Resource,Delete redundant files
GH,I543,https://github.com/oxsecurity/megalinter/issues/2256,Docker build: Call Github API with authentication,Resource,Delete redundant files
GH,I547,https://github.com/TobyBaril/EarlGrey/issues/35,Docker build instructions fail,Tool/plugin,Correct tool/plugin setting
GH,I550,https://github.com/devlooped/GitInfo/issues/216,Missing Git Information with Docker build,Dependency,Add missing depedency
GH,I556,https://github.com/tsightler/ring-mqtt/issues/552,Bug: Latest docker build crashes with s6-overlay-suexec: not found,Environment,Change container architecture
GH,I560,https://github.com/openseedbox/openseedbox/issues/114,Backend: multiparch Docker build fails to restart torrent backend on non `amd64` platforms,Environment,Change container architecture
GH,I567,https://github.com/AykutSarac/jsoncrack.com/issues/316,[BUG]: Docker build failing because no package-lock.json or npm-shrinkwrap.json present,Tool/plugin,Use suitable tool/plugin
GH,I568,https://github.com/mattermost/focalboard/issues/4637,Bug: Docker Build v7.8.2 Fails,Dependency,Downgrade dependency version
GH,I570,https://github.com/openshwprojects/OpenBK7231T_App/issues/732,"Docker build succeeds, but outputs directory empty",Environment,Change container architecture
GH,I573,https://github.com/web-infra-dev/rspack/issues/2355,ci: docker build step is not cached,Configuration,Remove improper command/step
GH,I580,https://github.com/yairm210/Unciv/issues/9207,Docker build error /src/desktop/packr/Unciv.jar : not found,Resource,Correct path/location
GH,I582,https://github.com/AykutSarac/jsoncrack.com/issues/330,[BUG]: Problems when run docker build in some tags,Dependency,Upgrade dependency version
GH,I584,https://github.com/pyload/pyload/issues/4287,Docker build failing with AttributeError: module jinja2.ext has no attribute autoescape,Dependency,Upgrade dependency version
GH,I588,https://github.com/yairm210/Unciv/issues/9403,Docker build error,Resource,Correct path/location
GH,I589,https://github.com/MPC-SoK/frameworks/issues/64,mp-spdz docker build error,Resource,Change build context
GH,I591,https://github.com/SPARQL-Anything/sparql.anything/issues/370,Docker build failure?,Tool/plugin,Correct tool/plugin setting
GH,I594,https://github.com/xtekky/gpt4free/issues/643,Docker build error (problem in Dockerfile),Environment,Change base image
GH,I596,https://github.com/testcontainers/testcontainers-dotnet/issues/914,[Bug]: Docker Build Fails only with Testcontainers,Resource,Correct path/location
GH,I597,https://github.com/inventree/InvenTree/issues/4999,Fix broken docker build,Configuration,Remove improper command/step
GH,I602,https://github.com/tabler/tabler/issues/1627,[BUG] Docker Build Fails,Configuration,Use suitable command
GH,I605,https://github.com/mudler/LocalAI/issues/610,Docker build failed,Tool/plugin,Use suitable tool/plugin
GH,I609,https://github.com/backstage/backstage/issues/18370,:bug: Bug Report: docker build error on node-gyp rebuild with isolated-vm while yarn install phase,Dependency,Add missing depedency
GH,I610,https://github.com/reworkd/AgentGPT/issues/850,:bug: Errors when running docker-compose build,Dependency,Add missing depedency
GH,I611,https://github.com/mudler/LocalAI/issues/662,"Error: Docker build failed, `gzip: stdin: not in gzip format`",Tool/plugin,Correct tool/plugin setting
GH,I613,https://github.com/ConduitIO/conduit/issues/1107,Docker builds failing,Environment,Change base image
GH,I615,https://github.com/inventree/InvenTree/issues/5214,arm/v7 architecture missing in current docker builds?,Tool/plugin,Use suitable tool/plugin
GH,I616,https://github.com/garden-io/garden/issues/4815,0.13: [Bug]: local-docker build fails with ENOENT,Tool/plugin,Correct tool/plugin setting
GH,I623,https://github.com/connectrpc/connect-go/issues/555,Checksum mismatch creating docker build,Configuration,Use suitable command
GH,I624,https://github.com/hyperledger/fabric/issues/4336,Failed to generate platform-specific docker build: Error returned from build: 1 no required module provides package github.com/fabcar: go.mod file not found in current directory or any parent directory; see go help modules,Dependency,Upgrade dependency version
GH,I630,https://github.com/void-linux/void-packages/issues/45780,`docker build` fails with ERROR: http: invalid Host header with docker-buildx-0.10.3_3,Dependency,Upgrade dependency version
GH,I631,https://github.com/mastodon/mastodon/issues/26820,Docker build of 4.2-beta fails with GLIBC version mismatch error in the ruby-jemalloc container,Dependency,Use compatiable dependency
GH,I634,https://github.com/backstage/backstage/issues/20113,:bug: Bug Report: Docker Build Failure,Dependency,Add missing depedency
GH,I635,https://github.com/kanidm/kanidm/issues/2148,Can t build kanidmd using the Ubuntu docker builder scripts,Dependency,Add missing depedency
GH,I637,https://github.com/frappe/frappe_docker/issues/1237,Docker build fails for custom image,Dependency,Upgrade dependency version
GH,I640,https://github.com/super-linter/super-linter/issues/4735,Docker builds have run out of space,Resource,Delete redundant files
GH,I641,https://github.com/lyft/cartography/issues/1269,Docker build fails due to dependancy issue,Environment,Reinstall runtime
GH,I647,https://github.com/inventree/InvenTree/issues/5825,Docker builds failing due to recent PR,Dependency,Upgrade dependency version
GH,I648,https://github.com/goreleaser/goreleaser/issues/4392,docker build failed: exit status 1: ERROR: use `docker --context=default buildx` to switch to context default,Configuration,Correct build argument
GH,I651,https://github.com/macOScontainers/rund/issues/26,docker build stuck forever on context creation,Tool/plugin,Correct tool/plugin setting
GH,I652,https://github.com/vaadin/platform/issues/4680,cannot add vaadin pro licence to docker build,Resource,Correct path/location
GH,I660,https://github.com/mastodon/mastodon/issues/28224,Docker build fails: json-canonicalization 0.3.2 is missing,Dependency,Upgrade dependency version
GH,I663,https://github.com/homuler/MediaPipeUnityPlugin/issues/913,docker build error,Environment,Change base image
SO,P1,https://stackoverflow.com/questions/38966592,Run webpack build during docker-compose build process,Configuration,Use suitable command
SO,P2,https://stackoverflow.com/questions/58600986,GitLab CI - Trying to use docker buildx to build for ARM64,Dependency,Add missing depedency
SO,P3,https://stackoverflow.com/questions/58924215,docker build certbot e-mail input,Configuration,Use suitable command
SO,P4,https://stackoverflow.com/questions/38576020,Use STDIN during docker build from a Dockerfile,Configuration,Correct build argument
SO,P5,https://stackoverflow.com/questions/58327096,Unable to copy file during docker build,Resource,Correct path/location
SO,P6,https://stackoverflow.com/questions/58349741,"Local npm dependency ''does not a contain a package.json file'' in docker build, but runs fine with npm start",Resource,Correct path/location
SO,P8,https://stackoverflow.com/questions/39278756,Cache ''go get'' in docker build,Configuration,Use suitable command
SO,P10,https://stackoverflow.com/questions/59139453,Repository is not signed in docker build,Configuration,Use suitable command
SO,P11,https://stackoverflow.com/questions/59288142,Docker: COPY can't find files in local directory where the `docker build` runs,Resource,Change build context
SO,P13,https://stackoverflow.com/questions/44708481,How to install local packages using pip as part of a docker build?,Resource,Correct path/location
SO,P14,https://stackoverflow.com/questions/44907444,Error 137 on docker build command on Win7,Environment,Increase memory
SO,P15,https://stackoverflow.com/questions/39100587,docker build --no-cache=true still builds with cache?,Configuration,Add build argument
SO,P16,https://stackoverflow.com/questions/58757072,Can't install Python package located in private Nexus repo on docker build,Environment,Correct network setting
SO,P18,https://stackoverflow.com/questions/66211996,How to correctly pass ssh key file from Jenkins credentials variable into to docker build command?,Security,Add ssh setting
SO,P19,https://stackoverflow.com/questions/66602656,No module named 'numpy' during docker build,Dependency,Upgrade dependency version
SO,P20,https://stackoverflow.com/questions/58276248,I can't find my jar file when trying to copy it in a multi stage docker build,Resource,Correct path/location
SO,P21,https://stackoverflow.com/questions/58375795,"How to do configure,make and make install in docker build",Resource,Correct path/location
